Reports - Non Property Floodings - 01/01/2023 - 31/12/2023 - All,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
37562,,5560749,2215207,XX PARSONAGE ROAD BISHOP'S STORTFORD CM226XX,2023-04-08 00:00:00,2023-04-07 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37565,,5426428,1734431,XXX COURT ROAD LONDON SE9 5XX,2023-04-08 00:00:00,2023-04-07 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
30686,Aylesbury Vale,4693802,2086530,XX THE SQUARE LONG CRENDON HP18 9XX,2023-04-08 00:00:00,2023-04-08 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
7356,Reading,4719169,1693870,POLDARK PLACE OS XX WHITLEY WOOD LA READING RG2 8XX,2023-04-09 00:00:00,2023-04-08 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,200,TWUL (LOCAL)
37578,,4406374,1902973,EDENBROOK STATION ROAD WANTAGE OX127PF,2023-04-11 00:00:00,2023-04-05 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Public Open Space,< 1 Month,,0,0,TWUL (LOCAL)
37566,,5331329,1885366,XXX SEVEN SISTERS ROAD LONDON N15 5XX,2023-04-08 00:00:00,2023-04-06 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37579,,5011308,1444438,BIRTLEY ROAD GUILDFORD GU5 0HX,2023-04-11 00:00:00,2023-04-08 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
5841,Three Rivers,5062712,1937305,X THE BYEWAY RICKMANSWORT WD3 1XX,2023-04-09 00:00:00,2023-04-08 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
3339,Dacorum,5068246,2042836,X RUCKLERS LA KINGS LANGLE WD4 8XX,2023-04-09 00:00:00,2023-04-07 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37568,,4403790,1884190,XX COURTENAY ROAD WANTAGE OX127XX,2023-04-09 00:00:00,2023-04-09 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37580,,4603429,1675794,XXX XXXXXX BATH ROAD READING RG7 5XX,2023-04-11 00:00:00,2023-04-07 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37567,,4754438,1963116,XX LOWES CLOSE HIGH WYCOMBE HP143XX,2023-04-09 00:00:00,2023-04-06 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
14861,Hertsmere,5153460,1976034,XXXXXX ALDENHAM RD LETCHMORE HE WD25 8XX,2023-04-11 00:00:00,2023-04-08 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,100,TWUL (LOCAL)
37569,,4944352,1555714,X MILL LANE WOKING GU240XX,2023-04-10 00:00:00,2023-04-09 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37581,,4780268,1542517,MOOR HOUSE THE HURST HOOK RG278SN,2023-04-11 00:00:00,2023-04-08 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,CE,10,10,TWUL (LOCAL)
37570,,4711690,1794002,XX ESSEX WAY READING RG4 9XX,2023-04-10 00:00:00,2023-04-09 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,PRIVATE
13838,Basingstoke & Deane,4612388,1522825,XXX TIVERTON RD BASINGSTOKE RG23 8XX,2023-04-10 00:00:00,2023-04-06 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37582,,443160,188363,THE OLD VICARAGE CHURCH STREET WANTAGE OX128QA,2023-04-11 00:00:00,2023-04-10 00:00:00,Foul F,Collapse,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37571,,4858215,1503375,XX YORK ROAD ALDERSHOT GU113XX,2023-04-10 00:00:00,2023-04-10 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37585,,5286888,1466318,XXX HONEYCROCK LANE REDHILL RH1 5XX,2023-04-12 00:00:00,2023-04-10 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,UNKNOWN
37583,,4493263,1891920,X BROOKSIDE DIDCOT OX110XX,2023-04-11 00:00:00,2023-04-11 00:00:00,Foul F,Collapse,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37442,,4534526,1957236,CULHAM SCIENCE CENTRE ABINGDON OX143DB,2023-04-12 00:00:00,2023-04-07 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,CE,10,10,TRANSFERRED ASSET (2011)
37216,,484238,197874,X SMITHS ROAD HIGH WYCOMBE HP144XX,2023-04-13 00:00:00,2023-04-11 00:00:00,Foul F,Collapse,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
10849,Epping Forest,5533583,2068919,BRIDGE HOUSE BRIDGE RD MORETON CM5 0LJ,2023-04-13 00:00:00,2023-04-12 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,100,TWUL (LOCAL)
37589,,4612854,1584570,XXXXXXXXX BRAMLEY ROAD TADLEY RG265XX,2023-04-13 00:00:00,2023-04-12 00:00:00,Foul F,Equipment,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37588,,530827,189307,GISBURN MANSIONS TOTTENHAM LANE LONDON N8 7EB,2023-04-13 00:00:00,2023-04-10 00:00:00,Private P,Blockage,Above ground,Highways,< 1 Month,,0,0,PRIVATE
37584,,4177843,1857799,XX GAYTON WAY SWINDON SN3 4XX,2023-04-12 00:00:00,2023-04-11 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37586,,4176854,1868333,TOWCESTER ROAD SWINDON SN3 4AS,2023-04-12 00:00:00,2023-04-11 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37587,,418041,185600,XX NEPTUNE CRESCENT SWINDON SN3 4XX,2023-04-12 00:00:00,2023-04-11 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37592,,5395797,2060905,XXXX COTTAGE HOPE LANE WALTHAM ABBEY EN9 2XX,2023-04-14 00:00:00,2023-04-13 00:00:00,Foul F,Collapse,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37593,,4798261,1361632,XX RYDAL CLOSE BORDON GU350XX,2023-04-14 00:00:00,2023-04-13 00:00:00,Private P,Blockage,Above ground,Highways,< 1 Month,,0,0,PRIVATE
37590,,5158553,2063213,XXX LONDON ROAD ST. ALBANS AL1 1XX,2023-04-13 00:00:00,2023-04-13 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37594,,449166,166930,X-X BROOKWAY NEWBURY RG145XX,2023-04-14 00:00:00,2023-04-13 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37600,,481283,215822,XXX PRINCE RUPERT DRIVE AYLESBURY HP199XX,2023-04-17 00:00:00,2023-04-12 00:00:00,Private P,Blockage,Above ground,Highways,< 1 Month,,0,0,PRIVATE
37597,,535858,203007,CAIN COURT WYCLIFFE CLOSE WALTHAM CROSS  EN8 0AG,2023-04-17 00:00:00,2023-04-15 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37595,,5253550,2117194,XX BEEHIVE GREEN WELWYN GARDEN CITY AL7 4XX,2023-04-15 00:00:00,2023-04-13 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37598,,529228,197374,XX WHISTLER DRIVE BARNET EN4 0XX,2023-04-17 00:00:00,2023-04-15 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (EX S24)
37599,,5583963,2014928,XXXXXXXXX WOOLMONGERS LANE INGATESTONE CM4 0XX,2023-04-17 00:00:00,2023-04-16 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37596,,5396000,1780000,25 GREENWICH & CHARLTON DELIVERY OFFICE HORN LANE LONDON SE100DP,2023-04-16 00:00:00,2023-04-15 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37602,,4723434,1399878,X LANSDOWNE COURT ANSTEY ROAD ALTON GU342XX,2023-04-18 00:00:00,2023-04-17 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
36524,,4869816,1692341,XX PRINCESS SQUARE BRACKNELL RG121XX,2023-04-17 00:00:00,2023-04-13 00:00:00,Foul F,Blockage,Below ground,Private Land,< 1 Month,,0,50,TWUL (LOCAL)
37603,,5278860,1914356,COPPETTS CENTRE NORTH CIRCULAR ROAD LONDON N12 0SH,2023-04-18 00:00:00,2023-04-14 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37601,,4817264,2124543,XX THRASHER ROAD AYLESBURY HP218XX,2023-04-17 00:00:00,2023-04-16 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37591,Havering,553000,185927,"XXX, ABBS CROSS LANE, HORNCHURCH, RM12 4XX",2023-04-17 00:00:00,2022-10-20 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,5,0,TWUL (LOCAL)
37604,,5035404,1653681,XXX GREEN LANE CHERTSEY KT169XX,2023-04-18 00:00:00,2023-04-01 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
36793,,5558445,1922025,COLCHESTER ROAD ROMFORD RM3 0AZ,2023-04-19 00:00:00,2023-04-18 00:00:00,Private P,Blockage,Above ground,Highways,< 1 Month,,0,100,PRIVATE
37608,,4991018,1935736,XX HIGH STREET CHALFONT ST. GILES HP8 4XX,2023-04-20 00:00:00,2023-04-18 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37607,,4988217,2073730,XX ASHLYNS ROAD BERKHAMSTED HP4 3XX,2023-04-19 00:00:00,2023-04-19 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37606,,5061887,2062788,XX RUNHAM ROAD HEMEL HEMPSTEAD HP3 9XX,2023-04-19 00:00:00,2023-04-14 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37605,,5163271,1998916,XX WATLING STREET RADLETT WD7 7XX,2023-04-19 00:00:00,2023-04-18 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37077,,502346,168680,COLDHARBOUR LANE EGHAM TW208TE,2023-04-19 00:00:00,2023-04-03 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,50,0,TWUL (LOCAL)
37611,,5140764,1903791,XX PARKFIELD AVENUE HARROW HA2 6XX,2023-04-20 00:00:00,2023-04-18 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37612,,4896698,1913939,XXX LONDON ROAD HIGH WYCOMBE HP111XX,2023-04-20 00:00:00,2023-04-20 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37613,,453340,204487,XXX CAMPBELL ROAD OXFORD OX4 3XX,2023-04-20 00:00:00,2023-04-20 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,CE,10,20,TWUL (LOCAL)
37614,,452997,190883,X-X LOSTOCK PLACE DIDCOT OX117XX,2023-04-21 00:00:00,2023-04-20 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TRANSFERRED ASSET (2011)
37610,,5422956,1583727,XX SUTHERLAND AVENUE WESTERHAM TN163XX,2023-04-20 00:00:00,2023-04-20 00:00:00,Combined C,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37609,,4988561,1589285,XXX FRENCHS WELLS WOKING GU213XX,2023-04-20 00:00:00,2023-04-03 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TRANSFERRED ASSET (2011)
6085,Sevenoaks,5554876,1587133,CASTLE BANK PILGRIMS WAY KEMSING TN15 6NA,2023-04-21 00:00:00,2023-04-19 00:00:00,Combined C,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (EX S24)
29293,Dartford,5576873,1744671,X CHURCH PATH GREENHITHE DA9 9XX,2023-04-20 00:00:00,2023-04-20 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,100,TWUL (EX S24)
4444,Aylesbury Vale,4903158,2052204,KINGSVALE SWAN BOTTOM THE LEE HP16 9NQ,2023-04-24 00:00:00,2023-04-21 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37615,,5449247,2075838,XXX BERECROFT HARLOW CM187XX,2023-04-21 00:00:00,2023-04-21 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37622,,488321,184920,HIGH ROAD COOKHAM SL6 9JF,2023-04-24 00:00:00,2023-04-19 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37621,,5240802,2098819,XXX XXXXXXX MILL GREEN HATFIELD AL9 5XX,2023-04-24 00:00:00,2023-04-21 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37619,,5091676,2219894,XX ELGAR PATH LUTON LU2 7XX,2023-04-22 00:00:00,2023-04-22 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37616,,5469848,1808031,X HASLER CLOSE LONDON SE288XX,2023-04-22 00:00:00,2023-04-22 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37620,,5252031,1677405,XXX LONDON ROAD MORDEN SM4 5XX,2023-04-23 00:00:00,2023-04-23 00:00:00,Surface S,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,5,0,TWUL (EX S24)
37618,,5071387,2101586,XX YEOMANS RIDE HEMEL HEMPSTEAD HP2 6XX,2023-04-22 00:00:00,2023-04-22 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37617,,5220651,2014895,XX BLACKHORSE LANE POTTERS BAR EN6 3XX,2023-04-22 00:00:00,2023-04-22 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
10610,Guildford,4912931,1513533,X ELM HILL NORMANDY GU3 2XX,2023-04-24 00:00:00,2023-04-24 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37626,,5352889,1659018,X VALLEY WALK CROYDON CR0 8XX,2023-04-25 00:00:00,2023-04-24 00:00:00,Combined C,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
37623,,521491,208583,XX PARKHOUSE COURT HATFIELD AL109XX,2023-04-25 00:00:00,2023-04-07 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (EX S24)
37627,,4114804,2145384,XXXXXX XXXX COTTAGE FARMINGTON ROAD CHELTENHAM GL543XX,2023-04-26 00:00:00,2023-04-25 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37624,,5405302,1803301,XX BEAULIEU AVENUE LONDON E16 1XX,2023-04-25 00:00:00,2023-04-25 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37625,,4819364,1849911,X BUCKINGHAM GATE MARLOW SL7 2XX,2023-04-25 00:00:00,2023-04-24 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,UNADOPTED
37628,,4894205,1961517,XX HOLMER GREEN ROAD HIGH WYCOMBE HP157XX,2023-04-26 00:00:00,2023-04-26 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37629,,5478061,2152570,XX WEST ROAD SAWBRIDGEWORTH CM210XX,2023-04-27 00:00:00,2023-04-26 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37632,,4716661,1753599,X BALMORE DRIVE READING RG4 8XX,2023-04-28 00:00:00,2023-04-27 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37633,,4717176,1754052,XX BALMORE DRIVE READING RG4 8XX,2023-04-28 00:00:00,2023-04-28 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37630,,4756229,2012234,XX HIGH STREET CHINNOR OX394XX,2023-04-28 00:00:00,2023-04-27 00:00:00,Surface S,Blockage,Above ground,Highways,< 1 Month,,0,5,HIGHWAY AUTHORITY
37631,,4567269,2007248,XX OXFORD OX449XX,2023-04-28 00:00:00,2023-04-27 00:00:00,Surface S,Blockage,Above ground,Highways,< 1 Month,,0,5,HIGHWAY AUTHORITY
37636,,4525514,1674035,SKILLMAN DRIVE THATCHAM RG194GG,2023-05-02 00:00:00,2023-04-27 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37635,,473316,210773,HONEYS BARN BRIDGEWAY AYLESBURY HP180AW,2023-05-02 00:00:00,2023-04-29 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37637,,4312531,1803805,X LYNCHETS VIEW HUNGERFORDX RG178XX,2023-05-02 00:00:00,2023-04-29 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37634,,5160397,1560846,X GUILDFORD ROAD LEATHERHEAD KT229XX,2023-05-01 00:00:00,2023-04-30 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37638,,5162964,1561601,X FETCHAM GROVE COTTAGES GUILDFORD ROAD LEATHERHEAD KT229XX,2023-05-02 00:00:00,2023-04-30 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,CE,10,20,TWUL (LOCAL)
37639,,4514970,2054824,FOLLY BRIDGE OXFORD OX1 4JS,2023-05-02 00:00:00,2023-05-01 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
35323,Vale Of White Horse,447404,204477,XX OAKWOOD WAY CUMNOR OX2 9XX,2023-05-01 00:00:00,2023-05-01 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,UNKNOWN
36228,,447354,204546,X KIMMERIDGE ROAD OXFORD OX2 9XX,2023-05-02 00:00:00,2023-05-02 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,50,TWUL (LOCAL)
37640,,4966931,1769952,XX-XX THAMES STREET WINDSOR SL4 1XX,2023-05-04 00:00:00,2023-05-01 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37641,,4357337,1767781,WESTFIELD FARM HUNGERFORD RG177HD,2023-05-04 00:00:00,2023-05-03 00:00:00,Foul F,Equipment,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
17904,Swindon,4149361,1880527,XX #ATT BY 21:33# WESTBURY RD SWINDON SN2 5XX,2023-05-04 00:00:00,2023-05-02 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,200,TWUL (LOCAL)
37647,,4491590,1676744,FIR TREE LANE NEWBURY RG142RA,2023-05-09 00:00:00,2023-05-05 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37645,,4475277,2132278,SANDY LANE KIDLINGTON OX5 1PA,2023-05-09 00:00:00,2023-05-04 00:00:00,Foul F,Collapse,Above ground,Private Land,< 1 Month,,0,10,PRIVATE
37646,,5247643,2149931,DIGSWELL BRIDGE DIGSWELL LANE WELWYN AL6 0SW,2023-05-09 00:00:00,2023-05-05 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,TWUL (LOCAL)
37644,,4528600,2078542,X OUSELEY CLOSE OXFORD OX3 0XX,2023-05-07 00:00:00,2023-05-06 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37642,,4528950,2078187,XX OLD MARSTON ROAD OXFORD OX3 0XX,2023-05-07 00:00:00,2023-05-06 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37643,,4529096,2078117,XX OLD MARSTON ROAD OXFORD OX3 0XX,2023-05-07 00:00:00,2023-05-06 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37648,,5137856,1948394,HOGARTH COURT STEEPLANDS BUSHEY WD231BT,2023-05-09 00:00:00,2023-05-05 00:00:00,Private P,Blockage,Above ground,Highways,< 1 Month,,0,0,PRIVATE
37649,,5477893,2084180,XXXXXX HARLOW COMMON HARLOW CM179XX,2023-05-09 00:00:00,2023-05-07 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37650,,5327019,1880839,X OVERBURY ROAD LONDON N15 6XX,2023-05-09 00:00:00,2023-05-05 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
16230,Kennet,4277535,1739563,PRESTON FARM HOUSE PRESTON RAMSBURY SN8 2HF,2023-05-10 00:00:00,2023-05-09 00:00:00,Combined C,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,200,0,TWUL (LOCAL)
37652,,428778,206696,XX HERRICK ROAD CARTERTON OX183XX,2023-05-11 00:00:00,2023-05-09 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,CE,10,0,PRIVATE
37651,,5246708,1564213,XXXXXXXXX COTTAGE WOODLAND WAY TADWORTH KT206XX,2023-05-10 00:00:00,2023-05-10 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,,0,0,TWUL (LOCAL)
37653,,5604426,1676379,X FAIRBY COTTAGES ASH ROAD LONGFIELD DA3 8XX,2023-05-11 00:00:00,2023-05-10 00:00:00,Combined C,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37654,,534751,185209,XX ATKINS SQUARE LONDON E8 1XX,2023-05-11 00:00:00,2023-05-10 00:00:00,Private P,Blockage,Above ground,Public Open Space,< 1 Month,,0,0,COUNCIL/HOUSING
37655,,4249590,1991213,THE PIGEON HOUSE LECHLADE GL7 3XX,2023-05-12 00:00:00,2023-05-11 00:00:00,Private P,Blockage,Above ground,Public Open Space,< 1 Month,,0,0,PRIVATE
37656,,530494,178492,RAILWAY ARCH 106 TINWORTH STREET LONDON SE115EQ,2023-05-12 00:00:00,2023-05-10 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
24534,Vale Of White Horse,4449861,2068971,XX MAYFIELD RD FARMOOR OX2 9XX,2023-05-11 00:00:00,2023-05-10 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,100,TWUL (LOCAL)
37658,,5033093,2079516,X LARKSPUR CLOSE HEMEL HEMPSTEAD HP1 2XX,2023-05-12 00:00:00,2023-05-12 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (EX S24)
37657,,5034703,2065526,X THE COLTSFOOT HEMEL HEMPSTEAD HP1 2XX,2023-05-12 00:00:00,2023-05-11 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37662,,4806269,1919672,XXA THE ROW HIGH WYCOMBE HP143XX,2023-05-15 00:00:00,2023-05-13 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
8270,Hillingdon,5099952,1814932,XXX-XXX UXBRIDGE RD HAYES UB4 0XX,2023-05-15 00:00:00,2023-05-13 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37659,,4978034,1810069,XXX LISMORE PARK SLOUGH SL2 5XX,2023-05-13 00:00:00,2023-05-10 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37661,,4870247,1967240,VALE VUE CRYERS HILL ROAD HIGH WYCOMBE HP156JS,2023-05-15 00:00:00,2023-05-13 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,TWUL (LOCAL)
37663,,4532059,1957689,UNIT D3 CULHAM SCIENCE CENTRE ABINGDON UNIT D3 OX143EB,2023-05-15 00:00:00,2023-05-13 00:00:00,Foul F,Equipment,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37664,,5035735,1926822,MAPLE LODGE FARM HOUSE DENHAM WAY RICKMANSWORTH WD3 9SF,2023-05-15 00:00:00,2023-05-14 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
37660,,5435624,1742411,XX SOUTHEND CRESCENT LONDON SE9 2XX,2023-05-14 00:00:00,2023-05-14 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37665,,4144000,1899000,TADPOLE LANE SWINDON SN252DA,2023-05-16 00:00:00,2023-05-14 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,PRIVATE
37667,,4172000,1855000,DRAKES WAY SWINDON SN3 3HX,2023-05-17 00:00:00,2023-05-16 00:00:00,Surface S,Blockage,Above ground,Highways,< 1 Month,,0,5,TWUL (LOCAL)
37668,,411342,189484,XX BOATMAN CLOSE SWINDON SN252XX,2023-05-17 00:00:00,2023-05-16 00:00:00,Foul F,Blockage,Above ground,Public Open Space,< 1 Month,,0,20,PRIVATE
37666,,5149425,1850082,XX WADHAM GARDENS GREENFORD UB6 0XX,2023-05-16 00:00:00,2023-05-16 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (EX S24)
37669,,5143141,1819062,XXX GREENFORD ROAD GREENFORD UB6 9XX,2023-05-17 00:00:00,2023-05-16 00:00:00,Foul F,Blockage,Above ground,Highways,< 1 Month,,0,10,TWUL (LOCAL)
858,Harlow,5462486,2112306,TANYS DELL HARLOW CM202LS,2023-05-18 00:00:00,2023-05-10 00:00:00,Foul F,Hydraulic (Overloaded),Above ground,Highways,< 1 Month,AE,500,0,TWUL (LOCAL)
37671,,4177723,2324670,XXXXXXX XXXXX COTTAGE MORETON-IN-MARSH GL569XX,2023-05-18 00:00:00,2023-05-16 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
37670,,4743183,1721068,XXX WOKINGHAM ROAD READING RG6 1XX,2023-05-17 00:00:00,2023-05-17 00:00:00,Foul F,Blockage,Above ground,Private Land,< 1 Month,,0,10,TWUL (LOCAL)
